"NOERROR","10.0.53.1","00000000-nonce","A 10.0.53.6"
"NOERROR","10.0.53.2","00000001-nonce","A 10.0.53.6"
"NOERROR","10.0.53.3","00000002-nonce","A 10.0.53.6"
"NOERROR","10.0.53.4","00000003-nonce","A 10.0.53.6"
